title,url,year,mileage,engine_capacity,fuel_type,price,currency,city,region
Toyota Corolla,https://www.otomoto.pl/oferta/toyota-corolla-comfort-1-6-132km-6mt-kamera-cofania-felgi-16-opcje-bluetooth-ID6DuU8m.html#43e5eea500,2020 ,1 km,1 598 cm3,Benzyna,76 700,PLN,Chorzów,(Śląskie)
Mercedes-Benz Klasa E,https://www.otomoto.pl/oferta/mercedes-benz-klasa-e-rocznik-2020-wirtualny-kokpit-promocyjne-finansowanie-gwarancja-ID6DuU8i.html#43e5eea500,2020 ,18 086 km,1 950 cm3,Diesel,180 000,PLN,Białystok,(Podlaskie)
Škoda Octavia 1.6,https://www.otomoto.pl/oferta/skoda-octavia-1-6tdi-115km-salon-pl-1wl-fv23-serwis-aso-led-gwarancja-ID6Dneac.html#43e5eea500,2017 ,114 000 km,1 598 cm3,Diesel,44 900,PLN,Sokołów,(Mazowieckie)
Seat Toledo,https://www.otomoto.pl/oferta/seat-toledo-gwarancja-reference-1-0-ecotsi-110km-salon-pl-fv23-1wl-parktronic-ID6DrFH3.html#43e5eea500,2017 ,48 000 km,1 000 cm3,Benzyna,39 900,PLN,Sokołów,(Mazowieckie)
Jeep Renegade,https://www.otomoto.pl/oferta/jeep-renegade-1-6-multijet-120km-longitude-fv23-salonpl-navi-aso-1wl-gwarancja-ID6Dg3gi.html#43e5eea500,2017 ,147 000 km,1 598 cm3,Diesel,52 900,PLN,Sokołów,(Mazowieckie)
BMW Seria 4,https://www.otomoto.pl/oferta/bmw-seria-4-bmw-420d-xdrive-ID6DihTS.html#43e5eea500,2020 ,5 km,1 995 cm3,Diesel,221 158,PLN,Łódź,(Łódzkie)
Audi Q3 2.0,https://www.otomoto.pl/oferta/audi-q3-xenon-led-navigacja-grzane-fotele-pelen-serwis-biala-perla-ID6Dvm6b.html#43e5eea500,2015 ,148 000 km,1 968 cm3,Diesel,69 900,PLN,Krągola,(Wielkopolskie)
Volkswagen Caddy 1.6,https://www.otomoto.pl/oferta/volkswagen-caddy-zobacz-opis-roczna-gwarancja-krajowa-2011-2012-ID6DrLTr.html#43e5eea500,2011 ,264 000 km,1 598 cm3,Diesel,22 900,PLN,Mysłowice,(Śląskie)
BMW Seria 3,https://www.otomoto.pl/oferta/bmw-seria-3-bmw-320d-xdrive-sedan-ID6DmIiI.html#43e5eea500,2020 ,5 km,1 995 cm3,Diesel,208 900,PLN,Łódź,(Łódzkie)
Audi A4 2.0,https://www.otomoto.pl/oferta/audi-a4-audi-a-4-roczna-gwarancja-krajowa-100-nie-lakierowana-ID6Dblwb.html#43e5eea500,2016 ,146 000 km,1 968 cm3,Diesel,74 900,PLN,Mysłowice,(Śląskie)
Kia Ceed,https://www.otomoto.pl/oferta/kia-ceed-od-reki-ceed-wersja-classic-1-4mpi-6mt-zobacz-landcar-ID6DtORk.html#43e5eea500,2020 ,10 km,1 368 cm3,Benzyna,72 490,PLN,Starowa Góra,(Łódzkie)
Volvo XC 90 I,https://www.otomoto.pl/oferta/volvo-xc-90-xc-90-aso-pl-ID6Dvm3I.html#43e5eea500,2015 ,165 742 km,1 969 cm3,Diesel,140 000,PLN,Zabrze,(Śląskie)
Volkswagen Caddy 2.0,https://www.otomoto.pl/oferta/volkswagen-caddy-2-0tdi-life-klimatyzacja-salon-polska-fakt-vat-23-leasing-ID6DjyUt.html#43e5eea500,2016 ,111 000 km,1 968 cm3,Diesel,49 077,PLN,Lublin,(Lubelskie)
Mitsubishi Outlander 2.0,https://www.otomoto.pl/oferta/mitsubishi-outlander-4x4-2-0-tdi-bez-dpf-ID6Dvm34.html#43e5eea500,2008 ,314 000 km,1 968 cm3,Diesel,16 900,PLN,Suwałki,(Podlaskie)
BMW Seria 5 525d,https://www.otomoto.pl/oferta/bmw-seria-5-jak-nowa-pefekcyjna-model-2015r-525d-full-100-aso-gwarancja-ID6DoIJw.html#43e5eea500,2014 ,170 000 km,1 995 cm3,Diesel,67 527,PLN,Gostynin,(Mazowieckie)
Volkswagen Scirocco 1.4,https://www.otomoto.pl/oferta/volkswagen-scirocco-krajowy-bezwypadkowy-100-oryginalny-lakier-ID6Di1Ou.html#43e5eea500,2011 ,130 000 km,1 390 cm3,Benzyna,37 900,PLN,Mysłowice,(Śląskie)
Mazda CX-5,https://www.otomoto.pl/oferta/mazda-cx-5-2-5-skyactiv-g-194km-4x4-automat-sky-passion-alarm-ID6DuU7f.html#43e5eea500,2020 ,1 km,2 488 cm3,Benzyna,178 160,PLN,Chorzów,(Śląskie)
Volkswagen Tiguan,https://www.otomoto.pl/oferta/volkswagen-tiguan-darmowa-dostawa-4x4-klima-auto-pdc-serwis-aso-panorama-i-wlascic-ID6DrCfk.html#43e5eea500,2011 ,96 553 km,1 968 cm3,Diesel,42 500,PLN,Warszawa,(Mazowieckie)
Mazda CX-5 2.2,https://www.otomoto.pl/oferta/mazda-cx-5-zobacz-opis-roczna-gwarancja-krajowa-ID6DdGLZ.html#43e5eea500,2016 ,144 000 km,2 191 cm3,Diesel,65 900,PLN,Mysłowice,(Śląskie)
Ford Focus 1.5,https://www.otomoto.pl/oferta/ford-focus-mk4-at-8-maly-przebieg-salon-pl-fv23-ID6DpO7r.html#43e5eea500,2018 ,17 100 km,1 498 cm3,Diesel,78 000,PLN,Warszawa,(Mazowieckie)
Fiat Ducato L1H1,https://www.otomoto.pl/oferta/fiat-ducato-fiat-ducato-l1h1-faktura-vat-ID6Dw9hk.html#43e5eea500,2013 ,148 000 km,1 956 cm3,Diesel,31 857,PLN,Gorzów Wielkopolski,(Lubuskie)
Daihatsu Move,https://www.otomoto.pl/oferta/daihatsu-move-daihatsu-move-ID6Dvm44.html#43e5eea500,2002 ,130 000 km,989 cm3,Benzyna,3 100,PLN,Ustka,(Pomorskie)
Ford Mondeo 2.0,https://www.otomoto.pl/oferta/ford-mondeo-zobacz-opis-roczna-gwarancja-krajowy-ID6Dql9e.html#43e5eea500,2017 ,145 000 km,1 997 cm3,Diesel,68 900,PLN,Mysłowice,(Śląskie)
Opel Insignia 2.0,https://www.otomoto.pl/oferta/opel-insignia-2-0cdti-160ps1wl-klimatronik-navi-elektryka-serwis-super-gwarancja-ID6Dvm4i.html#43e5eea500,2009 ,144 000 km,1 956 cm3,Diesel,24 500,PLN,Zagórze,(Małopolskie)
Mercedes-Benz CLA 250,https://www.otomoto.pl/oferta/mercedes-benz-cla-mercedes-cla-250-amg-sport-4matic-lift-stan-salonowy-28-tys-km-ID6Dsz4n.html#43e5eea500,2018 ,28 000 km,1 991 cm3,Benzyna,115 000,PLN,Warszawa,(Mazowieckie)
Audi A6,https://www.otomoto.pl/oferta/audi-a6-audi-a6-3-0-tfsi-quattro-440km-2016r-ID6Dj0gn.html#43e5eea500,2016 ,49 500 km,3 000 cm3,Benzyna,115 000,PLN,Jarosławiec,(Zachodniopomorskie)
BMW Seria 5 F10/F11,https://www.otomoto.pl/oferta/bmw-seria-5-ID6Dpaib.html#a08bce76fe,2014 ,218 000 km,2 000 cm3,Diesel,70 900,PLN,Okuniew,(Mazowieckie)
Hyundai I30 1.4,https://www.otomoto.pl/oferta/hyundai-i30-wersja-limitowana-go-salon-polska-gwarancja-kamera-cofania-ID6DrPGc.html#a08bce76fe,2018 ,40 978 km,1 368 cm3,Benzyna,52 500,PLN,Warszawa,(Mazowieckie)
Peugeot 3008 2.0,https://www.otomoto.pl/oferta/peugeot-3008-crossway-2-0hdi-180km-full-gwarancja-fabryczna-fv23-czerwona-perla-ID6Dn15p.html#a08bce76fe,2019 ,6 432 km,1 997 cm3,Diesel,149 990,PLN,Stalowa Wola,(Podkarpackie)
Mitsubishi Outlander 2.0,https://www.otomoto.pl/oferta/mitsubishi-outlander-mitsubishi-outlander-2-0-4wd-intense-bezwypadkowy-pl-salon-ID6DrPDZ.html#a08bce76fe,2015 ,126 000 km,1 998 cm3,Benzyna,63 999,PLN,Jaworzno,(Śląskie)
Toyota RAV4,https://www.otomoto.pl/oferta/toyota-rav4-toyota-rav-4-2-0vvti-zadbana-ID6BGdRW.html#a08bce76fe,2006 ,197 000 km,1 998 cm3,Benzyna,26 000,PLN,Chwaszczyno,(Pomorskie)
Volvo XC 40,https://www.otomoto.pl/oferta/volvo-xc-40-d4-awd-r-design-xeniumwinterbusineespropolskisalon-ID6DuU3z.html#a08bce76fe,2018 ,42 500 km,1 969 cm3,Diesel,163 900,PLN,Wrocław,(Dolnośląskie)
Mercedes-Benz Klasa E,https://www.otomoto.pl/oferta/mercedes-benz-klasa-e-e-300-d-245-km-2019-dealer-exclusive-comand-widescreen-cockpit-ID6DkZjM.html#a08bce76fe,2019 ,18 600 km,1 950 cm3,Diesel,204 900,PLN,Warszawa,(Mazowieckie)
Suzuki Celerio,https://www.otomoto.pl/oferta/suzuki-celerio-automat-tylko-38tys-km-autko-jak-nowe-oplacony-ID6DrD5c.html#a08bce76fe,2015 ,38 000 km,998 cm3,Benzyna,21 900,PLN,Pyskowice,(Śląskie)
Volkswagen CC 2.0,https://www.otomoto.pl/oferta/volkswagen-cc-volkswagen-cc-tsi-dsg-stan-idealny-przebieg-66-000-ID6Dd9Ay.html#a08bce76fe,2013 ,74 000 km,1 984 cm3,Benzyna,53 000,PLN,Ziębice,(Dolnośląskie)
Toyota Yaris Hybrid,https://www.otomoto.pl/oferta/toyota-yaris-1-5-hybryda-turkusow-metalik-automat-led-kamera-navi-oplacona-ID6Dvm2i.html#a08bce76fe,2013 ,99 300 km,1 497 cm3,Hybryda,29 900,PLN,Kalisz,(Wielkopolskie)
Škoda Fabia 1.4,https://www.otomoto.pl/oferta/skoda-fabia-1-4-tdi-klimatyzacja-ID6DslY2.html#a08bce76fe,2004 ,232 000 km,1 422 cm3,Diesel,5 900,PLN,Słupsk,(Pomorskie)
Volvo V60,https://www.otomoto.pl/oferta/volvo-v60-polestar-szybkie-unikatowe-kombi-ID6DvlBs.html#a08bce76fe,2017 ,58 000 km,1 969 cm3,Benzyna,140 000,PLN,Góraszka,(Mazowieckie)
Audi A3,https://www.otomoto.pl/oferta/audi-a3-2-0-tdi-140km-sline-klimatronic-xenon-grzane-fotele-skora-alu17-niemcy-ID6DwSK1.html#a08bce76fe,2006 ,234 000 km,1 968 cm3,Diesel,19 999,PLN,Brzozów,(Podkarpackie)
Mazda CX-3 2.0,https://www.otomoto.pl/oferta/mazda-cx-3-2-0-122km-skyenergy-led-aso-automat-rej-27-11-2019-ref-1091-ID6Dwv3G.html#a08bce76fe,2019 ,7 600 km,1 998 cm3,Benzyna,89 900,PLN,Białystok,(Podlaskie)
Peugeot 207 1.4,https://www.otomoto.pl/oferta/peugeot-207-ekonomiczny-bezawaryjny-salon-polska-maly-przebieg-lift-ID6DvkTC.html#a08bce76fe,2009 ,78 000 km,1 397 cm3,Benzyna,13 800,PLN,Siedlce,(Mazowieckie)
Škoda Fabia,https://www.otomoto.pl/oferta/skoda-fabia-opel-astra-ii-1-6-benzyna-oplacony-ID6Dt6Kv.html#a08bce76fe,1998 ,160 000 km,1 390 cm3,Benzyna,3 400,PLN,Słupsk,(Pomorskie)
Volkswagen Multivan 2.0,https://www.otomoto.pl/oferta/volkswagen-multivan-2-0tdi-205ps-highline-bulli-alkantara-elektyczne-drzwi-stolik-navi-fv-ID6DuMhz.html#a08bce76fe,2016 ,179 000 km,1 968 cm3,Diesel,139 900,PLN,Zbytków,(Śląskie)
Kia Rio 1.2,https://www.otomoto.pl/oferta/kia-rio-1-2-85km-benzyna-salon-polska-1-wlasciciel-serwisowany-ID6DtaCp.html#a08bce76fe,2013 ,101 015 km,1 248 cm3,Benzyna,25 650,PLN,Biesiekierz,(Zachodniopomorskie)
Peugeot 2008 1.2,https://www.otomoto.pl/oferta/peugeot-2008-1199-cc-benzyna-puretech-100-km-s-s-ID6DuU13.html#a08bce76fe,2020 ,5 km,1 199 cm3,Benzyna,79 997,PLN,Tychy,(Śląskie)
Audi A7 3.0,https://www.otomoto.pl/oferta/audi-a7-3-0tdi-272ps-4x4-acc-szyberdach-bose-f1-2xs-line-fv23-ID6DuMfJ.html#a08bce76fe,2016 ,219 000 km,2 967 cm3,Diesel,115 900,PLN,Zbytków,(Śląskie)
Renault Kangoo 1.5,https://www.otomoto.pl/oferta/renault-kangoo-wersja-maxi-5-osobowa-polski-salon-serwis-aso-fv-vat-ID6DrsfQ.html#a08bce76fe,2017 ,148 000 km,1 461 cm3,Diesel,39 999,PLN,Tarnowskie Góry,(Śląskie)
Renault Talisman 1.6,https://www.otomoto.pl/oferta/renault-talisman-polski-salon-rej-2017-1-wlasciciel-wersja-intens-fv-vat-ID6Dn5uY.html#a08bce76fe,2016 ,163 000 km,1 598 cm3,Diesel,39 999,PLN,Tarnowskie Góry,(Śląskie)
BMW Seria 5,https://www.otomoto.pl/oferta/bmw-seria-5-530e-xdrive-m-pakiet-rata-2-213-pln-netto-wplata-10-ID6CQmYP.html#a08bce76fe,2020 ,1 km,1 998 cm3,Hybryda,255 500,PLN,Poznań,(Wielkopolskie)
Honda Civic 2.0,https://www.otomoto.pl/oferta/honda-civic-rewelacyjny-egzemplarz-full-opcja-2-0-benzyna-sport-ID6Dvm1a.html#a08bce76fe,2019 ,29 000 km,1 997 cm3,Benzyna,69 999,PLN,Częstochowa,(Śląskie)
Mazda CX-3 2.0,https://www.otomoto.pl/oferta/mazda-cx-3-2-0-121km-automat-skypassion-safety-dodatki-rej-27-11-2019-ref-1097-ID6Dwv3p.html#a08bce76fe,2019 ,713 km,1 998 cm3,Benzyna,98 900,PLN,Białystok,(Podlaskie)
Mazda CX-3 2.0,https://www.otomoto.pl/oferta/mazda-cx-3-2-0-121km-skyenergy-automat-pakiet-led-krajowa-niski-przebieg-ID6Dt7aO.html#a08bce76fe,2019 ,19 800 km,1 998 cm3,Benzyna,83 900,PLN,Piekary Śląskie,(Śląskie)
Opel Insignia 2.0,https://www.otomoto.pl/oferta/opel-insignia-opel-insygnia-2-0-cdti-ID6DoXtD.html#a08bce76fe,2010 ,193 540 km,1 956 cm3,Diesel,23 500,PLN,Nowy Sącz,(Małopolskie)
Mercedes-Benz Klasa C,https://www.otomoto.pl/oferta/mercedes-benz-klasa-c-lift-avantgarde-c200-polecam-ID6DswBJ.html#a08bce76fe,2005 ,247 527 km,1 796 cm3,Benzyna,15 500,PLN,Witkowo,(Wielkopolskie)
Mazda CX-3 2.0,https://www.otomoto.pl/oferta/mazda-cx-3-2-0-121km-skyenergy-automat-krajowa-pakiet-led-leasing-juz-od-103-9-ID6Dt7BM.html#a08bce76fe,2019 ,37 498 km,1 998 cm3,Benzyna,82 500,PLN,Piekary Śląskie,(Śląskie)
Mercedes-Benz AMG GT 63,https://www.otomoto.pl/oferta/mercedes-benz-amg-gt-63s-4matic-burmeist-pneum-mat-carbon-hud-fv23-oplacony-ID6Dvm0z.html#a08bce76fe,2020 ,24 500 km,3 982 cm3,Benzyna,479 900,PLN,Poznań,(Wielkopolskie)
Ford Mondeo 2.0,https://www.otomoto.pl/oferta/ford-mondeo-187km-salonpl-1wl-hybryda-cvt-parkasisst-titanium-navi-aso-vat23-ID6D9B2N.html#a08bce76fe,2016 ,109 000 km,1 999 cm3,Hybryda,64 700,PLN,Mysłowice,(Śląskie)
Volkswagen Caddy,https://www.otomoto.pl/oferta/volkswagen-caddy-5-style-2-0tdi-122km-sideassist-dachpanor-czujpark-acc-navpro-18-ID6Drz4v.html#a08bce76fe,2020 ,10 km,1 968 cm3,Diesel,177 735,PLN,Łódź,(Łódzkie)
Volkswagen Caddy,https://www.otomoto.pl/oferta/volkswagen-caddy-5-style-2-0tdi-122km-dsg-led-nav-digitalcockp-acc-kamcof-czujpark-ID6DryLV.html#d86f92977b,2020 ,10 km,1 968 cm3,Diesel,162 237,PLN,Łódź,(Łódzkie)
Volkswagen Caddy,https://www.otomoto.pl/oferta/volkswagen-caddy-5-cargo-2-0tdi-122km-led-czujpark-temp-climatic-rabat15000pln-ID6DryzY.html#d86f92977b,2020 ,10 km,1 968 cm3,Diesel,107 625,PLN,Łódź,(Łódzkie)
Volkswagen Crafter,https://www.otomoto.pl/oferta/volkswagen-crafter-doka-z-podwkabina-7osob-2-0tdi-140km-6g-climatic-bluetooth-ID6D1n2I.html#d86f92977b,2020 ,1 km,1 968 cm3,Diesel,139 605,PLN,Łódź,(Łódzkie)
Seat Ibiza,https://www.otomoto.pl/oferta/seat-ibiza-1-0-tsi-style-salon-polska-1-wlasciciel-serwis-aso-vat-23-ID6DvlZx.html#d86f92977b,2018 ,64 490 km,999 cm3,Benzyna,40 000,PLN,Zabrze,(Śląskie)
Škoda Fabia,https://www.otomoto.pl/oferta/skoda-fabia-1-0-tsi-salon-polska-1-wlasciciel-serwis-aso-klimatronic-ID6DvlZk.html#d86f92977b,2017 ,30 587 km,999 cm3,Benzyna,46 000,PLN,Zabrze,(Śląskie)
Ford Focus 1.6,https://www.otomoto.pl/oferta/ford-focus-1-6-benzyna-lift-ID6DvlYr.html#d86f92977b,2008 ,170 900 km,1 596 cm3,Benzyna,15 400,PLN,Zduńska Wola,(Łódzkie)
Ford Grand C-MAX,https://www.otomoto.pl/oferta/ford-grand-c-max-1-6-tdci-1-wlasciciel-7-miejsc-klimatronic-tempomat-parktronic-ID6DuTYG.html#d86f92977b,2014 ,122 859 km,1 560 cm3,Diesel,37 000,PLN,Zabrze,(Śląskie)
Mazda 6,https://www.otomoto.pl/oferta/mazda-6-piekna-jak-nowa-z-niemiec-ID6Dup0T.html#d86f92977b,2009 ,206 000 km,1 999 cm3,Benzyna,25 900,PLN,Trzemeszno,(Wielkopolskie)
BMW X3,https://www.otomoto.pl/oferta/bmw-x3-xdrive28i-xline-salon-polska-serwis-aso-4x4-automat-skora-ID6DuTYr.html#d86f92977b,2015 ,57 194 km,1 997 cm3,Benzyna,105 000,PLN,Łódź,(Łódzkie)
Mazda 6,https://www.otomoto.pl/oferta/mazda-6-2-2-cd-navi-klimatronic-tempomat-parktronic-ID6DvlZ0.html#d86f92977b,2014 ,159 190 km,2 191 cm3,Diesel,49 000,PLN,Zabrze,(Śląskie)
Škoda Octavia,https://www.otomoto.pl/oferta/skoda-octavia-1-6-i-1-wlasciciel-serwis-aso-gaz-klima-tempomat-parktronic-ID6DuTYf.html#d86f92977b,2011 ,157 215 km,1 595 cm3,Benzyna+LPG,26 000,PLN,Łódź,(Łódzkie)
BMW M8 Competition,https://www.otomoto.pl/oferta/bmw-m8-competition-b-w-carbon-dach-lasery-went-fotele-ceramika-fv23-oplacony-ID6Dkue8.html#d86f92977b,2020 ,6 050 km,4 395 cm3,Benzyna,599 000,PLN,Poznań,(Wielkopolskie)
Mazda 6,https://www.otomoto.pl/oferta/mazda-6-2-0-i-salon-polska-serwis-aso-skora-navi-xenon-bi-xenon-ID6DuTXZ.html#d86f92977b,2014 ,124 710 km,1 998 cm3,Benzyna,55 500,PLN,Łódź,(Łódzkie)
BMW Seria 8 840d,https://www.otomoto.pl/oferta/bmw-seria-8-840d-xdrive-m-pakiet-carbon-dach-lasery-navi-prof-kola-20-cali-fv-23-ID6Ddory.html#d86f92977b,2018 ,42 000 km,2 993 cm3,Diesel,349 000,PLN,Poznań,(Wielkopolskie)
Opel Corsa 1.4,https://www.otomoto.pl/oferta/opel-corsa-super-stan-full-serwis-oryginal-ID6Dstmx.html#d86f92977b,2006 ,163 000 km,1 364 cm3,Benzyna,10 500,PLN,Sławków,(Śląskie)
BMW X5 xDrive40e,https://www.otomoto.pl/oferta/bmw-x5-40e-m-pakiet-panor-skora-went-fotele-hybryda-plug-in-fv-23-oplacony-ID6D9bsF.html#d86f92977b,2017 ,23 000 km,1 997 cm3,Hybryda,174 900,PLN,Poznań,(Wielkopolskie)
Nissan Qashqai,https://www.otomoto.pl/oferta/nissan-qashqai-1-5-dci-salon-polska-1-wlasciciel-serwis-aso-klimatronic-ID6DuTXP.html#d86f92977b,2015 ,87 696 km,1 461 cm3,Diesel,51 000,PLN,Kraków,(Małopolskie)
Audi A7 3.0,https://www.otomoto.pl/oferta/audi-a7-a7-3-0tdi-competition-head-up-szklany-dach-ID6DoETU.html#d86f92977b,2016 ,170 000 km,2 967 cm3,Diesel,129 900,PLN,Poznań,(Wielkopolskie)
Mercedes-Benz GLA 200,https://www.otomoto.pl/oferta/mercedes-benz-gla-samochod-krajowy-fv23-gwarancja-raty-leasing-pierwszy-wlasciciel-ID6DknBk.html#d86f92977b,2019 ,7 500 km,1 595 cm3,Benzyna,139 900,PLN,Czerwionka-Leszczyny,(Śląskie)
Peugeot 508,https://www.otomoto.pl/oferta/peugeot-508-1-6-hdi-skora-klimatronic-tempomat-parktronic-ID6Dwv2J.html#d86f92977b,2012 ,159 072 km,1 560 cm3,Diesel,31 000,PLN,Łódź,(Łódzkie)
Toyota Corolla,https://www.otomoto.pl/oferta/toyota-corolla-1-8-16v-salon-polska-1-wlasciciel-serwis-aso-automat-ID6DuTXA.html#d86f92977b,2019 ,3 142 km,1 762 cm3,Hybryda,75 000,PLN,Bielany Wrocławskie,(Dolnośląskie)
BMW Seria 4,https://www.otomoto.pl/oferta/bmw-seria-4-430i-coupe-m-pakiet-g22-demo-2020-hifi-harman-kardon-kola-zimowe-ID6Dihiq.html#d86f92977b,2020 ,5 000 km,1 998 cm3,Benzyna,275 000,PLN,Poznań,(Wielkopolskie)
Volvo XC 60,https://www.otomoto.pl/oferta/volvo-xc-60-pierwszy-uzytkownik-salon-pl-ID6DvlXL.html#d86f92977b,2014 ,190 000 km,,Diesel,69 500,PLN,Ostróda,(Warmińsko-mazurskie)
Kia Stinger,https://www.otomoto.pl/oferta/kia-stinger-kia-stinger-3-3-370km-bez-filtra-gpf-okazja-ID6DwMUd.html#d86f92977b,2018 ,19 000 km,3 300 cm3,Benzyna,124 900,PLN,Kielce,(Świętokrzyskie)
Fiat Tipo,https://www.otomoto.pl/oferta/fiat-tipo-1-4-16v-salon-polska-serwis-aso-klima-ID6DvlYe.html#d86f92977b,2019 ,6 757 km,1 368 cm3,Benzyna,43 000,PLN,Kraków,(Małopolskie)
Ford Kuga,https://www.otomoto.pl/oferta/ford-kuga-2-0-tdci-salon-polska-serwis-aso-4x4-skora-xenon-klimatronic-ID6Dwv2y.html#d86f92977b,2008 ,127 488 km,1 997 cm3,Diesel,36 000,PLN,Łódź,(Łódzkie)
Ford Focus,https://www.otomoto.pl/oferta/ford-focus-1-5-tdci-trend-salon-polska-1-wlasciciel-serwis-aso-vat-23-ID6Dwv2B.html#d86f92977b,2016 ,188 545 km,1 498 cm3,Diesel,31 000,PLN,Łódź,(Łódzkie)
Mazda CX-3,https://www.otomoto.pl/oferta/mazda-cx-3-2-0-16v-salon-polska-serwis-aso-navi-klimatronic-tempomat-ID6DvlY5.html#d86f92977b,2017 ,32 463 km,1 998 cm3,Benzyna,68 000,PLN,Kraków,(Małopolskie)
Land Rover Freelander,https://www.otomoto.pl/oferta/land-rover-freelander-2-2-td4-4x4-automat-klima-parktronic-ID6DuTXm.html#d86f92977b,2008 ,125 635 km,2 179 cm3,Diesel,30 000,PLN,Bielany Wrocławskie,(Dolnośląskie)
Hyundai Tucson,https://www.otomoto.pl/oferta/hyundai-tucson-1-6-t-gdi-salon-polska-1-wlasciciel-serwis-aso-4x4-automat-ID6DvlY2.html#d86f92977b,2018 ,14 025 km,1 591 cm3,Benzyna,108 000,PLN,Kraków,(Małopolskie)
Seat Toledo,https://www.otomoto.pl/oferta/seat-toledo-1-2-tsi-reference-salon-polska-1-wlasciciel-serwis-aso-gaz-ID6Dwv2z.html#d86f92977b,2016 ,109 998 km,1 197 cm3,Benzyna+LPG,33 000,PLN,Łódź,(Łódzkie)
Peugeot 206 plus,https://www.otomoto.pl/oferta/peugeot-206-plus-stan-idealny-niskie-spalanie-klimatyzacja-bezwypadkowy100-ID6DcXks.html#d86f92977b,2010 ,159 643 km,1 360 cm3,Benzyna,11 800,PLN,Zawiercie,(Śląskie)
Volkswagen Golf,https://www.otomoto.pl/oferta/volkswagen-golf-stan-techn-bdb-bezwypadkowy-niskie-spalanie-pelny-serwis-ID6DgTm4.html#596de46bc6,2010 ,219 437 km,1 968 cm3,Diesel,24 800,PLN,Zawiercie,(Śląskie)
Audi A5 2.0,https://www.otomoto.pl/oferta/audi-a5-2-0-tfsi-sportback-2-x-s-line-po-duzym-serwisie-gwarancja-ID6DuiKU.html#596de46bc6,2011 ,200 000 km,1 984 cm3,Benzyna,46 990,PLN,Świdnica,(Dolnośląskie)
Mazda 5,https://www.otomoto.pl/oferta/mazda-5-stan-idealny-7-osobowy-pelny-serwis-bezwypadkowy-ID6DgUxo.html#596de46bc6,2009 ,179 250 km,1 798 cm3,Benzyna,22 800,PLN,Zawiercie,(Śląskie)
Peugeot 307,https://www.otomoto.pl/oferta/peugeot-307-stan-techn-idealny-maly-przebieg-bezwypadkowy-100-mozliwa-zamiana-ID6CU5hE.html#596de46bc6,2005 ,149 000 km,1 360 cm3,Benzyna,12 900,PLN,Zawiercie,(Śląskie)
Mazda 6,https://www.otomoto.pl/oferta/mazda-6-2-0-di-klimatronic-tempomat-parktronic-alu-ID6DuTX6.html#596de46bc6,2008 ,258 985 km,1 998 cm3,Diesel,14 000,PLN,Bielany Wrocławskie,(Dolnośląskie)
Audi A4,https://www.otomoto.pl/oferta/audi-a4-2-0-tdi-automat-navi-xenon-bi-xenon-klimatronic-tempomat-ID6DvlXX.html#596de46bc6,2012 ,159 002 km,1 968 cm3,Diesel,49 500,PLN,Kraków,(Małopolskie)
Volkswagen Golf,https://www.otomoto.pl/oferta/volkswagen-golf-1-4-mpi-sliczny-golf-5-z-niemiec-z-gwarancja-ID6DeEAT.html#596de46bc6,2004 ,199 643 km,1 390 cm3,Benzyna,9 999,PLN,Zawiercie,(Śląskie)
Volkswagen Eos,https://www.otomoto.pl/oferta/volkswagen-eos-1-4-turbo-benzyna-122-km-nowy-rozrzad-pelny-serwis-ID6Dc092.html#596de46bc6,2008 ,192 000 km,1 390 cm3,Benzyna,23 800,PLN,Zawiercie,(Śląskie)
Toyota Avensis,https://www.otomoto.pl/oferta/toyota-avensis-2-0-d-4d-premium-salon-polska-1-wlasciciel-serwis-aso-vat-23-ID6DuTVP.html#596de46bc6,2017 ,57 626 km,1 998 cm3,Diesel,51 000,PLN,Katowice,(Śląskie)
Audi Q5,https://www.otomoto.pl/oferta/audi-q5-2-0-tdi-salon-polska-167-km-4x4-xenon-bi-xenon-klimatronic-ID6Dwv2w.html#596de46bc6,2009 ,149 641 km,1 968 cm3,Diesel,52 000,PLN,Bielany Wrocławskie,(Dolnośląskie)
BMW Seria 3,https://www.otomoto.pl/oferta/bmw-seria-3-320-d-181-km-navi-klimatronic-tempomat-parktronic-ID6DuTVT.html#596de46bc6,2014 ,174 603 km,1 995 cm3,Diesel,50 000,PLN,Katowice,(Śląskie)
Volkswagen Sharan,https://www.otomoto.pl/oferta/volkswagen-sharan-2-0-tdi-7-miejsc-navi-klimatronic-tempomat-parktronic-ID6Dwv2u.html#596de46bc6,2011 ,222 706 km,1 968 cm3,Diesel,37 000,PLN,Bielany Wrocławskie,(Dolnośląskie)
Citroën C4 Picasso,https://www.otomoto.pl/oferta/citroen-c4-picasso-gwarancja-przebiegu-ID6DrRyB.html#596de46bc6,2008 ,198 305 km,1 749 cm3,Benzyna,15 900,PLN,Siemianowice Śląskie,(Śląskie)
Seat Ibiza,https://www.otomoto.pl/oferta/seat-ibiza-1-0-tsi-style-salon-polska-1-wlasciciel-vat-23-klima-ID6Dwv2r.html#596de46bc6,2018 ,43 004 km,999 cm3,Benzyna,42 000,PLN,Bielany Wrocławskie,(Dolnośląskie)
